CID,CD_DESCRICAO
Q393,Estenose congen e estreit congen esofago
K359,Apendicite aguda SOE
L26,Dermatite esfoliativa
K469,Hernia abdominal NE s/obstrucao ou gangrena
K563,Ileo biliar
D560,Talassemia alfa
Q221,Estenose congen da valva pulmonar
M429,Osteocondrose vertebral NE
F21,Transt esquizotipico
O908,Outr complic do puerperio NCOP
M318,Outr vasculopatias necrotizantes espec
Z390,Assist e exame imediatamente apos o parto
A082,Enterite p/adenovirus
T315,Queim envolv de 50-59% da superf corporal
M795,Corpo estranho residual no tec mole
R82,Outr achados anormais na urina
B581,Hepatite p/Toxoplasma
Q76,Malform congen coluna vertebral ossos torax
M996,Estenose ossea subluxacao forames intervert
R779,Anormalidades de proteina plasmatica NE
V774,Pessoa ao subir ou descer do veic
D321,Meninges espinhais
O057,Completo ou NE complicado p/embolia
L11,Outr afeccoes acantoliticas
P375,Candidiase neonatal
J038,Amigdalite aguda dev outr microorg espec
H750,Mastoidite em doenc infecc e parasit COP
R634,Perda de peso anormal
A988,Outr febres hemorragicas espec p/virus
X14,Contato c/ar e gases quentes
D58,Outr anemias hemoliticas hereditarias
D301,Pelve renal
T145,Traum de vasos sanguineos de regiao NE corpo
Q82,Outr malformacoes congen da pele
T543,Bases causticas e subst semelhantes
P399,Infecc propria do periodo perinatal NE
S558,Traum outr vasos sanguineos nivel antebraco
A431,Nocardiose cutanea
K578,Doenc divert intest localiz NE c/perf absc
X084,Rua e estrada
A010,Febre tifoide
K146,Glossodinia
R100,Abdome agudo
X792,Escolas outr instit areas admin publica
Q444,Cisto do coledoco
V725,Condutor acid trans
B009,Infecc NE dev virus do herpes
Q726,Defeito p/reducao longitudinal do peronio
H187,Outr deform da cornea
Q254,Outr malformacoes congen da aorta
G820,Paraplegia flacida
M889,Doenc de Paget de osso NE
X268,Outr locais espec
M247,Protusao do acetabulo
F123,Sindr de abstinencia
T939,Sequelas de traum NE do membro infer
M796,Dor em membro
M013,Artrite em outr doenc bacter COP
C165,Pequena curvatura do estomago NE
N054,Glomerulonefrite prolifer endocapilar difusa
Z225,Portador de hepatite viral
Y051,Habitacao coletiva
G825,Tetraplegia NE
S541,Traum do nervo mediano ao nivel do antebraco
P612,Anemia da prematuridade
V82,Ocup de um bonde traum acid transp
B450,Criptococose pulmonar
I633,Infarto cerebr dev trombose arterias cerebr
A58,Granuloma inguinal
W74,Afogamento e submersao NE
K12,Estomatite e lesoes correlatas
B832,Angrostrongiloidose dev P.cantonensis
V440,Condutor acid n-trans
E342,Secrecao hormonal ectopica NCOP
G50,Transt do nervo trigemeo
B761,Necatoriase
W080,Residencia
O046,Compl ou NE complic hemorrag excess ou tard
R466,Inquiet e preocup exageradas c/acont estress
D122,Colon ascendente
I368,Outr transt nao-reumaticos valva tricuspide
W774,Rua e estrada
X341,Habitacao coletiva
X801,Habitacao coletiva
B161,Hepatite aguda B c/agente Delta s/coma hepat
C31,Neopl malig dos seios da face
T854,Complic mecanica protese implante mamarios
S627,Frat mult de dedos
W51,Colis entre duas pessoas
O702,Laceracao perineo 3. grau durante o parto
W698,Outr locais espec
X773,Area p/a pratica de esportes e atletismo
T529,Solvente organico NE
V26,Motocicl traum colis outr veic nao-motoriz
D316,Orbita NE
K511,Ileocolite ulcerativa
F314,Trans afet bip atual depr grav s/sint psicot
A242,Melioidose subaguda e cronica
M163,Outr coxartroses displasicas
W114,Rua e estrada
S76,Traum musculo e tendao nivel quadril e coxa
T656,Tinturas e corantes NCOP
T271,Queim da laringe traqueia c/pulmao
W157,Fazenda
I39,Endocardite transt valvulares card doenc COP
X951,Habitacao coletiva
X795,Areas de comercio e de servicos
W242,Escolas outr instit areas admin publica
D174,Neopl lipomatosa benig orgaos intratoracicos
C752,Conduto craniofaringeo
A968,Outr febres hemorragicas p/arenavirus
J382,Nodulos das cordas vocais
G621,Polineuropatia alcoolica
O330,Assist prest mae despr deform pelv ossea mat
M724,Fibromatose pseudossarcomatosa
V010,Acid n-trans
E504,Defic de vitamina A c/ceratomalacia
P588,Icter neonat dev outr hemolises excess espec
W93,Exposicao frio excessivo orig artificial
K222,Obstrucao do esofago
F989,Transt comp emoc NE c/inicio infanc adolesc
Z438,Cuidados a outr orificios artificiais
T523,Glicois
M713,Outr cistos de bolsa sinovial
Z551,Escolarizacao nao disponivel e impossivel
Q780,Osteogenese imperfeita
F20,Esquizofrenia
E67,Outr form de hiperalimentacao
W072,Escolas outr instit areas admin publica
M145,Artropatias outr doenc endocr nutric metab
Y328,Outr locais espec
N082,Transt glomerulares doenc sangue transt imun
Z991,Dependencia de respirador
F190,Intox aguda
S16,Traum de tendoes e de musculos do pescoco
D860,Sarcoidose do pulmao
R772,Anormalidade da alfafetoproteina
Y36,Operacoes de guerra
B787,Estrongiloidiase disseminada
V284,Condutor acid trans
D04,Carcinoma in situ da pele
K061,Hiperplasia gengival
A630,Verrugas anogenitais
H130,Infestacao p/filarias na conjuntiva
A87,Meningite viral
L909,Afeccoes atroficas da pele NE
L532,Eritema marginado
Q45,Outr malformacoes congen aparelho digestivo
H030,Infestacao parasit da palpebra doenc COP
P761,Ileo transitorio do recem-nascido
H105,Blefaroconjuntivite
S468,Traum outr musc tendoes nivel ombro braco
E269,Hiperaldosteronismo NE
N899,Transt nao-inflam da vagina NE
H40,Glaucoma
S310,Ferim do dorso e da pelve
V164,Condutor em acid trans
H620,Otite externa em doenc bacter COP
M248,Outr transt articulares especificos NCOP
V252,Motociclista NE traum acid n-trans
V685,Condutor acid trans
G960,Fistula liquorica
R900,Lesao intracraniana ocupando espaco
Z089,Exame seguim apos trat NE p/neopl malig
Y468,Subst miorrelaxantes
M760,Tendinite glutea
E850,Amiloidose heredofamiliar nao-neuropatica
M954,Deform adquir do torax e das costelas
S423,Frat da diafise do umero
T752,Efeitos da vibracao
W671,Habitacao coletiva
W210,Residencia
Y319,Local NE
I619,Hemorragia intracerebral NE
B021,Meningite p/virus do herpes zoster
X006,Areas industriais e em construcao
X626,Areas industriais e em construcao
H109,Conjuntivite NE
I630,Infarto cerebr dev tromb arterias pre-cerebr
Z202,Contato exposicao infecc transm pred sexual
E58,Defic de calcio da dieta
E236,Outr transt da hipofise
X727,Fazenda
W328,Outr locais espec
X231,Habitacao coletiva
C435,Melanoma maligno do tronco
Q163,Malformacao congen dos ossiculos do ouvido
X94,Agressao disparo arma fogo de maior calibre
V802,Colis outr veic a pedal
W283,Area p/a pratica de esportes e atletismo
X010,Residencia
X032,Escolas outr instit areas admin publica
P392,Infecc intra-amniotica do feto NCOP
C050,Palato duro
B203,Doenc p/HIV result em outr infecc virais
B371,Candidiase pulmonar
I959,Hipotensao NE
S699,Traum NE do punho e da mao
P789,Transt perinatal NE do aparelho digestivo
T462,Outr drogas antidisritmicas NCOP
B500,Malaria p/P.falciparum c/complic cerebrais
A42,Actinomicose
S071,Lesao p/esmag do cranio
A35,Outr tipos de tetano
Q833,Mamilo acessorio
C340,Bronquio principal
S354,Traum de vaso sanguineo renal
V721,Passageiro acid n-trans
S432,Luxacao da articulacao esternoclavicular
S217,Ferim mult da parede toracica
X120,Residencia
Z761,Superv cuid saude de criancas assistidas
V471,Passageiro acid n-trans
K550,Transt vasculares agudos do intestino
T447,Antagonistas beta-adrenorreceptores NCOP
T920,Sequelas de ferim do membro super
W397,Fazenda
B698,Cisticercose de outr localiz
Q139,Malformacao congen NE camara anterior olho
W935,Areas de comercio e de servicos
G904,Disreflexia autonômica
V442,Pessoa viajando ext veic acid n-trans
H50,Outr estrabismos
A75,Tifo exantematico
E723,Disturbios metabolismo lisina hidroxilisina
H511,Insuf ou excesso de convergencia
X529,Local NE
Y831,Interv cirurg implante de protese interna
P373,Malaria falciparum congen
B53,Outr form malaria conf p/exames parasitolog
X165,Areas de comercio e de servicos
Q270,Ausencia congen e hipoplasia arteria umbilic
I78,Doenc dos capilares
V810,Colis veic mot acid n-trans
M411,Escoliose idiopatica juvenil
N735,Pelviperitonite NE femin
E799,Disturbio NE metabolismo purina e pirimidina
F523,Disfuncao orgasmica
Y908,Alcoolemia igual ou super a 240 mg/100ml
X066,Areas industriais e em construcao
F167,Trans psicotico residual instalacao tard
G622,Polineuropatia dev outr agentes toxicos
A542,Pelviperit gonoc e outr infecc genitur gonoc
O263,Retencao disp intra-uterino contracept grav
F251,Transt esquizoafetivo do tipo depressivo
Y101,Habitacao coletiva
I443,Outr form de bloqueio atrioventricular e NE
F721,Compr signif comport req vigilancia ou trat
R251,Tremor NE
Y502,Metilxantinas NCOP
O46,Hemorragia anteparto NCOP
G80,Paralisia cerebral infantil
F29,Psicose nao-organica NE
Q386,Outr malformacoes congen da boca
N843,Polipo da vulva
T533,Tetracloroetileno
E161,Outr hipoglicemia
K778,Transt hepaticos em outr doenc COP
S93,Luxac entors distens artic lig niv tornoz pe
X159,Local NE
O26,Assist materna outr complic lig predom grav
W423,Area p/a pratica de esportes e atletismo
Y350,Intervencao legal envolv uso armas de fogo
C700,Meninges cerebrais
E61,Defic de outr elementos nutrientes
E04,Outr bocios nao-toxicos
Q829,Malformacao congen NE da pele
P918,Outr disturbios espec funcao cerebr rec-nasc
V77,Ocup onibus traum colis objeto fixo parado
Q819,Epidermolise bolhosa NE
Z850,Historia pessoal neopl malig org digestivos
V590,Condutor colis outr veic NE mot acid n-trans
Z091,Exame seguim apos radioterapia p/outr afecc
S370,Traum do rim
D161,Ossos curtos dos membros super
N890,Displasia vaginal leve
O892,Compl rel sist nerv cent dev anest puerperio
N60,Displasias mamarias benignas
Z469,Colocacao e ajustamento de aparelho NE
S602,Contusao de outr partes do punho e da mao
C827,Outr tipos de linfoma nao-Hodgkin folicular
P29,Transt cardiovasc orig periodo perinatal
A568,Infecc p/clamid transm p/via sex outr local
A778,Outr febres maculosas
R824,Acetonuria
K316,Fistula do estomago e do duodeno
V419,Ocupante NE acid trans
A670,Lesoes prim da pinta
V938,Outr embarcacoes s/motor
R04,Hemorragia das vias respirat
H445,Afeccoes degenerativas do globo ocular
Z580,Exposicao ao ruido
E661,Obesidade induz p/drogas
P740,Acidose metabolica tard do recem-nascido
S089,Amput traum de parte NE da cabeca
F24,Transt delirante induz
H900,Perda audicao bilateral dev transt conducao
X987,Fazenda
A430,Nocardiose pulmonar
I864,Varizes gastricas
A001,Colera dev Vibrio cholerae 01 biot El Tor
N321,Fistula entero-vesical
F451,Transt somatoforme indiferenciado
Q774,Acondroplasia
X46,Envenen acid solv org hidrocarb halog vapor
J709,Afeccoes respirat dev agentes externos NE
V380,Condutor acid n-trans
X871,Habitacao coletiva
W50,Golpe panc pontape mord escor infl outr pess
E345,Sindr de resistencia a androgenos
N938,Outr sangramentos anorm espec utero vagina
B968,Outr ag bact espec como doenc class outr cap
X623,Area p/a pratica de esportes e atletismo
X764,Rua e estrada
T338,Geladura superf do tornozelo e do pe
S097,Traum mult da cabeca
N218,Outr calculos do trato urinario infer
B082,Exantema subito
W45,Penetracao corpo objeto estranho pele
F071,Sindr pos-encefalitica
Y843,Terapia p/choque
V39,Ocup tricicl mot traum outr acid transp e NE
C21,Neopl malig do anus e do canal anal
T708,Outr efeitos pressao atmosferica press agua
F113,Sindr de abstinencia
Z581,Exposicao a poluicao atmosferica
O69,Trab parto parto compl anorm cordao umbilic
R892,Nivel anormal outr drog medic subst biolog
O640,Obstr trab part dev rot incomp polo cef fet
H113,Hemorragia conjuntival
H212,Degeneracoes da iris e do corpo ciliar
S132,Luxacao de outr partes do pescoco e das NE
X485,Areas de comercio e de servicos
X830,Residencia
W018,Outr locais espec
T37,Intox outr subst antiinfecc antiparasit sist
L409,Psoriase NE
X26,Contato animais e plantas marinhos venenosos
Y004,Rua e estrada
V684,Pessoa ao subir ou descer do veic
X930,Residencia
X401,Habitacao coletiva
V737,Pessoa viajando ext veic acid trans
P278,Outr doenc respirat cron orig per perinatal
T534,Diclorometano
R895,Achados microbiologicos anormais
M679,Transt NE da sinovia e do tendao
C774,Ganglios linfaticos inguinais e membr infer
A32,Listeriose
Q122,Coloboma do cristalino
A05,Outr intox alimentares bacter
Q70,Sindactilia
D18,Hemangioma e linfangioma de qualquer localiz
W198,Outr locais espec
V295,Passageiro colis outr veic NE mot acid trans
G245,Blefaroespasmo
Y223,Area p/a pratica de esportes e atletismo
V330,Condutor acid n-trans
G121,Outr atrofias musculares espinais hereditar
K559,Transt vascular do intestino SOE
H481,Neurite retrobulbar em doenc COP
N289,Transt NE do rim e do ureter
R875,Achados microbiologicos anormais
D640,Anemia sideroblastica hereditaria
A835,Encefalite da California
I390,Transt da valva mitral em doenc COP
V520,Condutor acid n-trans
E807,Disturbio NE do metabolismo da bilirrubina
W571,Habitacao coletiva
R231,Palidez
Q843,Anoniquia
D564,Persistencia hereditaria hemoglobina fetal
G589,Mononeuropatia NE
J310,Rinite cronica
A418,Outr septicemias espec
J218,Bronquiolite aguda dev outr microorg espec
B55,Leishmaniose
Z91,Historia pessoal de fatores de risco NCOP
W569,Local NE
C342,Lobo medio bronquio ou pulmao
C834,Imunoblastico
V615,Condutor acid trans
M430,Espondilolise
X941,Habitacao coletiva
W323,Area p/a pratica de esportes e atletismo
Y309,Local NE
M021,Artropatia pos-desinterica
Z111,Exame especial rastr tuberc pulmonar
I714,Aneurisma aorta abdominal s/mencao ruptura
P019,Fet rec-nasc afet afecc maternas gravidez NE
Z56,Problemas relacionados emprego e desemprego
N45,Orquite e epididimite
W700,Residencia
B377,Septicemia p/Candida
W351,Habitacao coletiva
Y478,Outr sedativos hipnoticos e tranquilizantes
Y530,Antagonistas dos receptores H2 da histamina
Z413,Perfuracao do lobo da orelha
B954,Outr estreptococo causa doenc class outr cap
V950,Acid de helicoptero causando traum a ocup
W212,Escolas outr instit areas admin publica
Z836,Historia familiar de doenc aparelho respirat
W282,Escolas outr instit areas admin publica
C329,Laringe NE
T96,Sequelas intox drog medic subst biolog
A399,Infecc meningococica NE
Q619,Doenc cistica NE do rim
Q211,Comunicacao interatrial
C212,Zona cloacogenica
X806,Areas industriais e em construcao
Y014,Rua e estrada
B394,Histoplasmose NE p/Histoplasma capsulatum
D481,Tec conjuntivo e outr tec moles
N644,Mastodinia
K509,Doenc de Crohn de localiz NE
N908,Outr transt nao-inflam espec vulva e perineo
A30,Hanseniase
S153,Traum da veia jugular interna
X065,Areas de comercio e de servicos
A071,Giardiase
D68,Outr defeitos da coagulacao
V798,Ocupante outr acid trans espec
V856,Passageiro acid n-trans
Y483,Anestesicos locais
O220,Varizes dos membros infer na gravidez
G405,Sindr epilepticas especiais
V970,Ocup aeron traum out acid transp aereo espec
C574,Anexos uterinos
K137,Outr lesoes e as NE da mucosa oral
D213,Tec conjuntivo e outr tec moles do torax
A440,Bartonelose sistemica
I749,Embolia e trombose de arteria NE
V460,Condutor acid n-trans
D728,Outr transt espec dos globulos brancos
E273,Insuf adrenocortical induz p/drogas
Y11,Env antic sed hipn antip psic NCOP int n det
M42,Osteocondrose da coluna vertebral
X61,Auto-int int a-conv sed hip a-park psic NCOP
V439,Ocupante NE acid trans
Z738,Outr probl relac organiz modo de vida
N159,Doenc renal tubulo-intersticial NE
V98,Outr acid transp espec
C029,Lingua NE
G551,Compr raiz plexo nerv transt disco intervert
C250,Cabeca do pancreas
O083,Choque conseq aborto gravidez ectopica molar
X059,Local NE
B96,Outr agent bacter causa doenc class outr cap
F802,Transt receptivo da linguagem
C839,Linfoma nao-Hodgkin difuso NE
S240,Concussao e edema medula espinhal toracica
N930,Sangramentos pos-coito ou de contato
M665,Ruptura espontanea de tendoes NE
X429,Local NE
M308,Outr afeccoes comuns na poliarterite nodosa
W465,Contato com agulha hipodérmica - áreas de comércio
T273,Queim do trato respirat parte NE
M319,Vasculopatia necrotizante NE
W413,Area p/a pratica de esportes e atletismo
F231,Transt psicot agudo polimorf c/sint esquizof
F191,Uso nocivo p/a saude
X819,Local NE
C838,Outr tipos de linfoma nao-Hodgkin difuso
T198,Corpo estranho out part mult trat geniturin
V919,Embarcacao NE
F137,Trans psicotico residual instalacao tard
E31,Disfuncao poliglandular
T246,Corros 2.grau quadr membr inf exc tornoz pe
D07,Carcinoma in situ outr orgaos genitais e NE
Y552,Outr subst que atuam prim musculos e as NE
T451,Drogas antineoplasicas e imunomupressoras
R431,Parosmia
C109,Orofaringe NE
Y406,Rifamicinas
N072,Glomerulonefrite membranosa difusa
Y820,Disp p/fins diagn ou de monitorizacao
Q702,Coalescencia dos artelhos
V496,Ocupante NE colis out veic NE mot acid trans
V869,Ocupante NE acid n-trans
X823,Area p/a pratica de esportes e atletismo
T029,Frat mult NE
L236,Dermatite alergica contat dev alim cont pele
H118,Outr transt espec da conjuntiva
D731,Hiperesplenismo
K671,Peritonite gonococica
J99,Transt respirat em doenc COP
H659,Otite media nao-supurativa NE
Y125,Areas de comercio e de servicos
R091,Pleurisia
X998,Outr locais espec
P53,Doenc hemorragica do feto e do recem-nascido
E898,Outr transt endocr e metab pos-proced
X844,Rua e estrada
S762,Traum do musculo e do tendao do adutor coxa
S670,Lesao p/esmag do polegar e de outr dedos
Z268,Necess imuniz outr doenc infecc espec unicas
N993,Prolapso cupula de vagina pos-histerectomia
